------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.047629       0.018958          0.028671  0.557113      0.256840         0.300274 0.565277     0.262309        0.302968    82    MPNN_SenderAggr
  0.046691       0.018683          0.028008  0.553002      0.255405         0.297597 0.563236     0.261925        0.301311    83    MPNN_SenderAggr
  0.046554       0.018665          0.027889  0.555816      0.256848         0.298967 0.565101     0.262788        0.302313    84    MPNN_SenderAggr
  0.046132       0.018596          0.027536  0.552954      0.255704         0.297250 0.563080     0.262162        0.300918    85    MPNN_SenderAggr
  0.046463       0.018645          0.027818  0.553205      0.255781         0.297425 0.563049     0.262055        0.300994    86    MPNN_SenderAggr
  0.046749       0.018681          0.028069  0.554554      0.256031         0.298523 0.565738     0.262891        0.302847    87    MPNN_SenderAggr
  0.046435       0.018665          0.027770  0.555958      0.256753         0.299204 0.565021     0.262604        0.302417    88    MPNN_SenderAggr
  0.046111       0.018614          0.027498  0.553213      0.255697         0.297516 0.563862     0.262368        0.301494    89    MPNN_SenderAggr
  0.046331       0.018697          0.027634  0.552849      0.255654         0.297195 0.562863     0.262045        0.300819    90    MPNN_SenderAggr
  0.046351       0.018710          0.027641  0.553435      0.255683         0.297752 0.564221     0.262384        0.301837    91    MPNN_SenderAggr
  0.046000       0.018592          0.027408  0.554864      0.256458         0.298406 0.564556     0.262630        0.301926    92    MPNN_SenderAggr
  0.046362       0.018688          0.027674  0.555320      0.256518         0.298802 0.564448     0.262398        0.302049    93    MPNN_SenderAggr
  0.045736       0.018605          0.027131  0.553847      0.255806         0.298041 0.564562     0.262450        0.302112    94    MPNN_SenderAggr
  0.045708       0.018627          0.027081  0.552612      0.255433         0.297179 0.562901     0.261912        0.300989    95    MPNN_SenderAggr
  0.045041       0.018455          0.026586  0.553210      0.255645         0.297565 0.562839     0.261861        0.300977    96    MPNN_SenderAggr
  0.044999       0.018451          0.026548  0.553160      0.255743         0.297416 0.563042     0.262057        0.300984    97    MPNN_SenderAggr
  0.044887       0.018424          0.026463  0.554186      0.255844         0.298343 0.564997     0.262583        0.302414    98    MPNN_SenderAggr
  0.045350       0.018537          0.026813  0.553375      0.255579         0.297797 0.563066     0.261818        0.301247    99    MPNN_SenderAggr
  0.045479       0.018509          0.026970  0.553952      0.255900         0.298052 0.564366     0.262447        0.301919   100    MPNN_SenderAggr
  0.044700       0.018449          0.026250  0.552889      0.255640         0.297249 0.562837     0.261997        0.300840   101    MPNN_SenderAggr
  0.044354       0.018397          0.025958  0.553444      0.255666         0.297777 0.563098     0.261843        0.301255   102    MPNN_SenderAggr
  0.044467       0.018366          0.026101  0.555998      0.256673         0.299326 0.565098     0.262543        0.302554   103    MPNN_SenderAggr
  0.044598       0.018441          0.026157  0.554174      0.255864         0.298310 0.565226     0.262689        0.302536   104    MPNN_SenderAggr
  0.045444       0.018702          0.026742  0.556852      0.256952         0.299900 0.565723     0.262737        0.302986   105    MPNN_SenderAggr
  0.044536       0.018454          0.026082  0.553574      0.255685         0.297888 0.563137     0.261828        0.301309   106    MPNN_SenderAggr
  0.044268       0.018401          0.025867  0.553782      0.255829         0.297953 0.564490     0.262456        0.302034   107    MPNN_SenderAggr
  0.044633       0.018424          0.026209  0.553356      0.255985         0.297371 0.563577     0.262422        0.301156   108    MPNN_SenderAggr
  0.044392       0.018450          0.025941  0.552968      0.255602         0.297366 0.562939     0.261971        0.300969   109    MPNN_SenderAggr
  0.044533       0.018420          0.026114  0.553753      0.255781         0.297972 0.563457     0.261994        0.301463   110    MPNN_SenderAggr
  0.044071       0.018378          0.025693  0.558821      0.257756         0.301065 0.567149     0.263306        0.303843   111    MPNN_SenderAggr
  0.044081       0.018365          0.025716  0.554187      0.256022         0.298164 0.563870     0.262210        0.301660   112    MPNN_SenderAggr
  0.043842       0.018308          0.025534  0.554087      0.255882         0.298205 0.563528     0.261944        0.301584   113    MPNN_SenderAggr
  0.043977       0.018297          0.025680  0.555196      0.256292         0.298904 0.564303     0.262178        0.302126   114    MPNN_SenderAggr
  0.044288       0.018412          0.025876  0.558619      0.257601         0.301018 0.566945     0.263148        0.303796   115    MPNN_SenderAggr
  0.044554       0.018463          0.026091  0.556260      0.256832         0.299428 0.565555     0.262776        0.302779   116    MPNN_SenderAggr
  0.043841       0.018309          0.025532  0.556246      0.256894         0.299353 0.565502     0.262811        0.302691   117    MPNN_SenderAggr
  0.043517       0.018261          0.025256  0.552484      0.255291         0.297193 0.562386     0.261633        0.300753   118    MPNN_SenderAggr
  0.043456       0.018241          0.025215  0.555120      0.256392         0.298728 0.564562     0.262428        0.302135   119    MPNN_SenderAggr
  0.043867       0.018315          0.025552  0.554564      0.256059         0.298505 0.565165     0.262686        0.302479   120    MPNN_SenderAggr
  0.043660       0.018300          0.025360  0.555258      0.256409         0.298849 0.564749     0.262478        0.302271   121    MPNN_SenderAggr
  0.043700       0.018258          0.025441  0.553750      0.256071         0.297679 0.563745     0.262393        0.301352   122    MPNN_SenderAggr
  0.043510       0.018252          0.025258  0.552967      0.255499         0.297468 0.563600     0.262131        0.301470   123    MPNN_SenderAggr
  0.043435       0.018228          0.025208  0.553364      0.255653         0.297711 0.563126     0.261899        0.301228   124    MPNN_SenderAggr
  0.043324       0.018223          0.025101  0.552344      0.255208         0.297135 0.562267     0.261567        0.300701   125    MPNN_SenderAggr
  0.508923       0.233085          0.275838  0.433406      0.202503         0.230903 0.444487     0.208708        0.235779     1 MPNN_Structure2Vec
  0.325012       0.161597          0.163415  0.249931      0.135498         0.114433 0.258095     0.139618        0.118477     2 MPNN_Structure2Vec
  0.218826       0.118667          0.100159  0.209898      0.117064         0.092834 0.215912     0.121441        0.094472     3 MPNN_Structure2Vec
  0.185942       0.104056          0.081886  0.193989      0.112074         0.081915 0.198755     0.115580        0.083175     4 MPNN_Structure2Vec
  0.158985       0.093310          0.065675  0.173858      0.106495         0.067364 0.183090     0.111574        0.071516     5 MPNN_Structure2Vec
  0.140222       0.086514          0.053708  0.163655      0.102155         0.061500 0.174741     0.107150        0.067591     6 MPNN_Structure2Vec
  0.122932       0.079704          0.043229  0.161731      0.101081         0.060650 0.171472     0.106275        0.065197     7 MPNN_Structure2Vec
  0.112705       0.071831          0.040874  0.177698      0.107045         0.070653 0.185735     0.112315        0.073420     8 MPNN_Structure2Vec
  0.104644       0.065348          0.039296  0.188410      0.113284         0.075126 0.199329     0.120479        0.078850     9 MPNN_Structure2Vec
  0.095123       0.058568          0.036555  0.216525      0.126875         0.089649 0.223870     0.131516        0.092354    10 MPNN_Structure2Vec
  0.091427       0.055893          0.035534  0.193396      0.115685         0.077711 0.205252     0.122627        0.082625    11 MPNN_Structure2Vec
  0.088849       0.053764          0.035085  0.195257      0.116467         0.078790 0.207334     0.123366        0.083967    12 MPNN_Structure2Vec
